,Unnamed: 0,Survived,Pclass,Age,SibSp,Parch,Fare,Gender,Embarked
695,695,0,2,3,0,0,1,0,0
696,696,0,3,2,0,0,1,0,0
697,697,1,3,1,0,0,0,1,2
698,698,0,1,3,1,1,3,0,1
699,699,0,3,2,0,0,0,0,0
700,700,1,1,1,1,0,3,1,1
701,701,1,1,2,0,0,2,0,0
702,702,0,3,1,0,1,2,1,1
703,703,0,3,1,0,0,0,0,2
704,704,0,3,1,1,0,0,0,0
705,705,0,2,2,0,0,2,0,0
706,706,1,2,2,0,0,1,1,0
707,707,1,1,2,0,0,2,0,0
708,708,1,1,1,0,0,3,1,0
709,709,1,3,1,1,1,2,0,1
710,710,1,1,1,0,0,3,1,1
711,711,0,1,2,0,0,2,0,0
712,712,1,1,2,1,0,3,0,0
713,713,0,3,1,0,0,1,0,0
714,714,0,2,3,0,0,1,0,0
715,715,0,3,1,0,0,0,0,0
716,716,1,1,2,0,0,3,1,1
717,717,1,2,1,0,0,1,1,0
718,718,0,3,2,0,0,2,0,2
719,719,0,3,2,0,0,0,0,0
720,720,1,2,0,0,1,3,1,0
721,721,0,3,1,1,0,0,0,0
722,722,0,2,2,0,0,1,0,0
723,723,0,2,3,0,0,1,0,0
724,724,1,1,1,1,0,3,0,0
725,725,0,3,1,0,0,1,0,0
726,726,1,2,1,3,0,2,1,0
727,727,1,3,2,0,0,0,1,2
728,728,0,2,1,1,0,2,0,0
729,729,0,3,1,1,0,1,1,0
730,730,1,1,1,0,0,3,1,0
731,731,0,3,0,0,0,2,0,1
732,732,0,2,0,0,0,0,0,0
733,733,0,2,1,0,0,1,0,0
734,734,0,2,1,0,0,1,0,0
735,735,0,3,1,0,0,2,0,0
736,736,0,3,2,1,3,3,1,0
737,737,1,1,2,0,0,2,0,1
738,738,0,3,2,0,0,0,0,0
739,739,0,3,1,0,0,0,0,0
740,740,1,1,1,0,0,2,0,0
741,741,0,1,2,1,0,3,0,0
742,742,1,1,1,2,2,3,1,1
743,743,0,3,1,1,0,2,0,0
744,744,1,3,1,0,0,1,0,0
745,745,0,1,4,1,1,3,0,0
746,746,0,3,0,1,1,2,0,0
747,747,1,2,1,0,0,1,1,0
748,748,0,1,1,1,0,3,0,0
749,749,0,3,1,0,0,0,0,2
750,750,1,2,0,1,1,2,1,0
751,751,1,3,0,0,1,1,0,0
752,752,0,3,2,0,0,1,0,0
753,753,0,3,1,0,0,0,0,0
754,754,1,2,2,1,2,3,1,0
755,755,1,2,0,1,1,2,0,0
756,756,0,3,1,0,0,0,0,0
757,757,0,2,1,0,0,1,0,0
758,758,0,3,2,0,0,1,0,0
759,759,1,1,2,0,0,3,1,0
760,760,0,3,1,0,0,2,0,0
761,761,0,3,2,0,0,0,0,0
762,762,1,3,1,0,0,0,0,1
763,763,1,1,2,1,2,3,1,0
764,764,0,3,0,0,0,0,0,0
765,765,1,1,3,1,0,3,1,0
766,766,0,1,1,0,0,3,0,1
767,767,0,3,1,0,0,0,1,2
768,768,0,3,2,1,0,2,0,2
769,769,0,3,1,0,0,1,0,0
770,770,0,3,1,0,0,1,0,0
771,771,0,3,2,0,0,0,0,0
772,772,0,2,3,0,0,1,1,0
773,773,0,3,1,0,0,0,0,1
774,774,1,2,3,1,3,2,1,0
775,775,0,3,1,0,0,0,0,0
776,776,0,3,2,0,0,0,0,2
777,777,1,3,0,0,0,1,1,0
778,778,0,3,1,0,0,0,0,2
779,779,1,1,2,0,1,3,1,0
780,780,1,3,0,0,0,0,1,1
781,781,1,1,1,1,0,3,1,0
782,782,0,1,1,0,0,2,0,0
783,783,0,3,1,1,2,2,0,0
784,784,0,3,1,0,0,0,0,0
785,785,0,3,1,0,0,0,0,0
786,786,1,3,1,0,0,0,1,0
787,787,0,3,0,4,1,2,0,2
788,788,1,3,0,1,2,2,0,0
789,789,0,1,2,0,0,3,0,1
790,790,0,3,2,0,0,0,0,2
791,791,0,2,0,0,0,2,0,0
792,792,0,3,2,8,2,3,1,0
793,793,0,1,1,0,0,2,0,1
794,794,0,3,1,0,0,0,0,0
795,795,0,2,2,0,0,1,0,0
796,796,1,1,3,0,0,2,1,0
797,797,1,3,1,0,0,1,1,0
798,798,0,3,1,0,0,0,0,1
799,799,0,3,1,1,1,2,1,0
800,800,0,2,2,0,0,1,0,0
801,801,1,2,1,1,1,2,1,0
802,802,1,1,0,1,2,3,0,0
803,803,1,3,0,0,1,1,0,1
804,804,1,3,1,0,0,0,0,0
805,805,0,3,1,0,0,0,0,0
806,806,0,1,2,0,0,0,0,0
807,807,0,3,1,0,0,0,1,0
808,808,0,2,2,0,0,1,0,0
809,809,1,1,2,1,0,3,1,0
810,810,0,3,1,0,0,0,0,0
811,811,0,3,2,0,0,2,0,0
812,812,0,2,2,0,0,1,0,0
813,813,0,3,0,4,2,3,1,0
814,814,0,3,1,0,0,1,0,0
815,815,0,1,1,0,0,0,0,0
816,816,0,3,1,0,0,1,1,0
817,817,0,2,1,1,1,3,0,1
818,818,0,3,2,0,0,0,0,0
819,819,0,3,0,3,2,2,0,0
820,820,1,1,3,1,1,3,1,0
821,821,1,3,1,0,0,1,0,0
822,822,0,1,2,0,0,0,0,0
823,823,1,3,1,0,1,1,1,0
824,824,0,3,0,4,1,3,0,0
825,825,0,3,2,0,0,0,0,2
826,826,0,3,1,0,0,3,0,0
827,827,1,2,0,0,2,3,0,1
828,828,1,3,1,0,0,0,0,2
829,829,1,1,3,0,0,3,1,0
830,830,1,3,0,1,0,2,1,1
831,831,1,2,0,1,1,2,0,0
832,832,0,3,1,0,0,0,0,1
833,833,0,3,1,0,0,0,0,0
834,834,0,3,1,0,0,1,0,0
835,835,1,1,2,1,1,3,1,1
836,836,0,3,1,0,0,1,0,0
837,837,0,3,1,0,0,1,0,0
838,838,1,3,1,0,0,3,0,0
839,839,1,1,1,0,0,2,0,1
840,840,0,3,1,0,0,1,0,0
841,841,0,2,0,0,0,1,0,0
842,842,1,1,1,0,0,2,1,1
843,843,0,3,2,0,0,0,0,1
844,844,0,3,1,0,0,1,0,0
845,845,0,3,2,0,0,0,0,0
846,846,0,3,1,8,2,3,0,0
847,847,0,3,2,0,0,0,0,1
848,848,0,2,1,0,1,3,0,0
849,849,1,1,1,1,0,3,1,1
850,850,0,3,0,4,2,3,0,0
851,851,0,3,4,0,0,0,0,0
852,852,0,3,0,1,1,2,1,1
853,853,1,1,0,0,1,3,1,0
854,854,0,2,2,1,0,2,1,0
855,855,1,3,1,0,1,1,1,0
856,856,1,1,2,1,1,3,1,0
857,857,1,1,3,0,0,2,0,0
858,858,1,3,1,0,3,2,1,1
859,859,0,3,2,0,0,0,0,1
860,860,0,3,2,2,0,1,0,0
861,861,0,2,1,1,0,1,0,0
862,862,1,1,2,0,0,2,1,0
863,863,0,3,2,8,2,3,1,0
864,864,0,2,1,0,0,1,0,0
865,865,1,2,2,0,0,1,1,0
866,866,1,2,1,1,0,1,1,1
867,867,0,1,1,0,0,3,0,0
868,868,0,3,2,0,0,1,0,0
869,869,1,3,0,1,1,1,0,0
870,870,0,3,1,0,0,0,0,0
871,871,1,1,2,1,1,3,1,0
872,872,0,1,2,0,0,0,0,0
873,873,0,3,2,0,0,1,0,0
874,874,1,2,1,1,0,2,1,1
875,875,1,3,0,0,0,0,1,1
876,876,0,3,1,0,0,1,0,0
877,877,0,3,1,0,0,0,0,0
878,878,0,3,1,0,0,0,0,0
879,879,1,1,3,0,1,3,1,1
880,880,1,2,1,0,1,2,1,0
881,881,0,3,2,0,0,0,0,0
882,882,0,3,1,0,0,1,1,0
883,883,0,2,1,0,0,1,0,0
884,884,0,3,1,0,0,0,0,0
885,885,0,3,2,0,5,2,1,2
886,886,0,2,1,0,0,1,0,0
887,887,1,1,1,0,0,2,1,0
888,888,0,3,2,1,2,2,1,0
889,889,1,1,1,0,0,2,0,1
890,890,0,3,1,0,0,0,0,2
