,Survived,Pclass,Age,SibSp,Parch,Fare,Gender,Embarked
665,0,2,32.0,2,0,3,0,S
666,0,2,25.0,0,0,1,0,S
667,0,3,32.66704249533765,0,0,0,0,S
668,0,3,43.0,0,0,1,0,S
669,1,1,25.40541763741718,1,0,3,1,S
670,1,2,40.0,1,1,3,1,S
671,0,1,31.0,1,0,3,0,S
672,0,2,70.0,0,0,1,0,S
673,1,2,31.0,0,0,1,0,S
674,0,2,19.649498356856853,0,0,0,0,S
675,0,3,18.0,0,0,0,0,S
676,0,3,24.5,0,0,1,0,S
677,1,3,18.0,0,0,1,1,S
678,0,3,43.0,1,6,3,1,S
679,1,1,36.0,0,1,2,0,C
680,0,3,28.785757938588667,0,0,1,1,Q
681,1,1,27.0,0,0,3,0,C
682,0,3,20.0,0,0,1,0,S
683,0,3,14.0,5,2,3,0,S
684,0,2,60.0,1,1,3,0,S
685,0,2,25.0,1,2,3,0,C
686,0,3,14.0,4,1,3,0,S
687,0,3,19.0,0,0,1,0,S
688,0,3,18.0,0,0,0,0,S
689,1,1,15.0,0,1,3,1,S
690,1,1,31.0,1,0,3,0,S
691,1,3,4.0,0,1,1,1,C
692,1,3,29.749332824433083,0,0,3,0,S
693,0,3,25.0,0,0,0,0,C
694,0,1,60.0,0,0,2,0,S
695,0,2,52.0,0,0,1,0,S
696,0,3,44.0,0,0,1,0,S
697,1,3,18.581416294565134,0,0,0,1,Q
698,0,1,49.0,1,1,3,0,C
699,0,3,42.0,0,0,0,0,S
700,1,1,18.0,1,0,3,1,C
701,1,1,35.0,0,0,2,0,S
702,0,3,18.0,0,1,2,1,C
703,0,3,25.0,0,0,0,0,Q
704,0,3,26.0,1,0,0,0,S
705,0,2,39.0,0,0,2,0,S
706,1,2,45.0,0,0,1,1,S
707,1,1,42.0,0,0,2,0,S
708,1,1,22.0,0,0,3,1,S
709,1,3,27.2502593523274,1,1,2,0,C
710,1,1,24.0,0,0,3,1,C
711,0,1,33.27907961867045,0,0,2,0,S
712,1,1,48.0,1,0,3,0,S
713,0,3,29.0,0,0,1,0,S
714,0,2,52.0,0,0,1,0,S
715,0,3,19.0,0,0,0,0,S
716,1,1,38.0,0,0,3,1,C
717,1,2,27.0,0,0,1,1,S
718,0,3,40.879641829944404,0,0,2,0,Q
719,0,3,33.0,0,0,0,0,S
720,1,2,6.0,0,1,3,1,S
721,0,3,17.0,1,0,0,0,S
722,0,2,34.0,0,0,1,0,S
723,0,2,50.0,0,0,1,0,S
724,1,1,27.0,1,0,3,0,S
725,0,3,20.0,0,0,1,0,S
726,1,2,30.0,3,0,2,1,S
727,1,3,36.59680921203349,0,0,0,1,Q
728,0,2,25.0,1,0,2,0,S
729,0,3,25.0,1,0,1,1,S
730,1,1,29.0,0,0,3,1,S
731,0,3,11.0,0,0,2,0,C
732,0,2,15.830200672105686,0,0,0,0,S
733,0,2,23.0,0,0,1,0,S
734,0,2,23.0,0,0,1,0,S
735,0,3,28.5,0,0,2,0,S
736,0,3,48.0,1,3,3,1,S
737,1,1,35.0,0,0,2,0,C
738,0,3,37.2031871661747,0,0,0,0,S
739,0,3,30.119917780684936,0,0,0,0,S
740,1,1,23.529811363060666,0,0,2,0,S
741,0,1,36.0,1,0,3,0,S
742,1,1,21.0,2,2,3,1,C
743,0,3,24.0,1,0,2,0,S
744,1,3,31.0,0,0,1,0,S
745,0,1,70.0,1,1,3,0,S
746,0,3,16.0,1,1,2,0,S
747,1,2,30.0,0,0,1,1,S
748,0,1,19.0,1,0,3,0,S
749,0,3,31.0,0,0,0,0,Q
750,1,2,4.0,1,1,2,1,S
751,1,3,6.0,0,1,1,0,S
752,0,3,33.0,0,0,1,0,S
753,0,3,23.0,0,0,0,0,S
754,1,2,48.0,1,2,3,1,S
755,1,2,0.67,1,1,2,0,S
756,0,3,28.0,0,0,0,0,S
757,0,2,18.0,0,0,1,0,S
758,0,3,34.0,0,0,1,0,S
759,1,1,33.0,0,0,3,1,S
760,0,3,29.223833539577964,0,0,2,0,S
761,0,3,41.0,0,0,0,0,S
762,1,3,20.0,0,0,0,0,C
763,1,1,36.0,1,2,3,1,S
764,0,3,16.0,0,0,0,0,S
765,1,1,51.0,1,0,3,1,S
766,0,1,28.523829753894745,0,0,3,0,C
767,0,3,30.5,0,0,0,1,Q
768,0,3,33.93226453405273,1,0,2,0,Q
769,0,3,32.0,0,0,1,0,S
770,0,3,24.0,0,0,1,0,S
771,0,3,48.0,0,0,0,0,S
772,0,2,57.0,0,0,1,1,S
773,0,3,32.08066733146401,0,0,0,0,C
774,1,2,54.0,1,3,2,1,S
775,0,3,18.0,0,0,0,0,S
776,0,3,39.199748645049404,0,0,0,0,Q
777,1,3,5.0,0,0,1,1,S
778,0,3,16.55460162612447,0,0,0,0,Q
779,1,1,43.0,0,1,3,1,S
780,1,3,13.0,0,0,0,1,C
781,1,1,17.0,1,0,3,1,S
782,0,1,29.0,0,0,2,0,S
783,0,3,23.177863173414377,1,2,2,0,S
784,0,3,25.0,0,0,0,0,S
785,0,3,25.0,0,0,0,0,S
786,1,3,18.0,0,0,0,1,S
787,0,3,8.0,4,1,2,0,Q
788,1,3,1.0,1,2,2,0,S
789,0,1,46.0,0,0,3,0,C
790,0,3,39.218912294447016,0,0,0,0,Q
791,0,2,16.0,0,0,2,0,S
792,0,3,43.668207959529134,8,2,3,1,S
793,0,1,25.431191727801632,0,0,2,0,C
794,0,3,25.0,0,0,0,0,S
795,0,2,39.0,0,0,1,0,S
796,1,1,49.0,0,0,2,1,S
797,1,3,31.0,0,0,1,1,S
798,0,3,30.0,0,0,0,0,C
799,0,3,30.0,1,1,2,1,S
800,0,2,34.0,0,0,1,0,S
801,1,2,31.0,1,1,2,1,S
802,1,1,11.0,1,2,3,0,S
803,1,3,0.42,0,1,1,0,C
804,1,3,27.0,0,0,0,0,S
805,0,3,31.0,0,0,0,0,S
806,0,1,39.0,0,0,0,0,S
807,0,3,18.0,0,0,0,1,S
808,0,2,39.0,0,0,1,0,S
809,1,1,33.0,1,0,3,1,S
810,0,3,26.0,0,0,0,0,S
811,0,3,39.0,0,0,2,0,S
812,0,2,35.0,0,0,1,0,S
813,0,3,6.0,4,2,3,1,S
814,0,3,30.5,0,0,1,0,S
815,0,1,27.741630795977656,0,0,0,0,S
816,0,3,23.0,0,0,1,1,S
817,0,2,31.0,1,1,3,0,C
818,0,3,43.0,0,0,0,0,S
819,0,3,10.0,3,2,2,0,S
820,1,1,52.0,1,1,3,1,S
821,1,3,27.0,0,0,1,0,S
822,0,1,38.0,0,0,0,0,S
823,1,3,27.0,0,1,1,1,S
824,0,3,2.0,4,1,3,0,S
825,0,3,36.268020639118326,0,0,0,0,Q
826,0,3,26.83827328483327,0,0,3,0,S
827,1,2,1.0,0,2,3,0,C
828,1,3,30.846115283654484,0,0,0,0,Q
829,1,1,62.0,0,0,3,1,S
830,1,3,15.0,1,0,2,1,C
831,1,2,0.83,1,1,2,0,S
832,0,3,30.05425887898732,0,0,0,0,C
833,0,3,23.0,0,0,0,0,S
834,0,3,18.0,0,0,1,0,S
835,1,1,39.0,1,1,3,1,C
836,0,3,21.0,0,0,1,0,S
837,0,3,26.70475220397328,0,0,1,0,S
838,1,3,32.0,0,0,3,0,S
839,1,1,17.039768733699134,0,0,2,0,C
840,0,3,20.0,0,0,1,0,S
841,0,2,16.0,0,0,1,0,S
842,1,1,30.0,0,0,2,1,C
843,0,3,34.5,0,0,0,0,C
844,0,3,17.0,0,0,1,0,S
845,0,3,42.0,0,0,0,0,S
846,0,3,21.722072525500963,8,2,3,0,S
847,0,3,35.0,0,0,0,0,C
848,0,2,28.0,0,1,3,0,S
849,1,1,21.663619116017635,1,0,3,1,C
850,0,3,4.0,4,2,3,0,S
851,0,3,74.0,0,0,0,0,S
852,0,3,9.0,1,1,2,1,C
853,1,1,16.0,0,1,3,1,S
854,0,2,44.0,1,0,2,1,S
855,1,3,18.0,0,1,1,1,S
856,1,1,45.0,1,1,3,1,S
857,1,1,51.0,0,0,2,0,S
858,1,3,24.0,0,3,2,1,C
859,0,3,38.98509603280712,0,0,0,0,C
860,0,3,41.0,2,0,1,0,S
861,0,2,21.0,1,0,1,0,S
862,1,1,48.0,0,0,2,1,S
863,0,3,32.75438532775785,8,2,3,1,S
864,0,2,24.0,0,0,1,0,S
865,1,2,42.0,0,0,1,1,S
866,1,2,27.0,1,0,1,1,C
867,0,1,31.0,0,0,3,0,S
868,0,3,43.163700118364126,0,0,1,0,S
869,1,3,4.0,1,1,1,0,S
870,0,3,26.0,0,0,0,0,S
871,1,1,47.0,1,1,3,1,S
872,0,1,33.0,0,0,0,0,S
873,0,3,47.0,0,0,1,0,S
874,1,2,28.0,1,0,2,1,C
875,1,3,15.0,0,0,0,1,C
876,0,3,20.0,0,0,1,0,S
877,0,3,19.0,0,0,0,0,S
878,0,3,26.615608204786426,0,0,0,0,S
879,1,1,56.0,0,1,3,1,C
880,1,2,25.0,0,1,2,1,S
881,0,3,33.0,0,0,0,0,S
882,0,3,22.0,0,0,1,1,S
883,0,2,28.0,0,0,1,0,S
884,0,3,25.0,0,0,0,0,S
885,0,3,39.0,0,5,2,1,Q
886,0,2,27.0,0,0,1,0,S
887,1,1,19.0,0,0,2,1,S
888,0,3,41.617796349592275,1,2,2,1,S
889,1,1,26.0,0,0,2,0,C
890,0,3,32.0,0,0,0,0,Q
